"Time (s)","CO2 Concentration (ppm)"
"12.35","1026"
"12.4","1518"
"12.45","723"
"12.5","675"
"12.55","750"
"12.6","83"
"12.65","178"
"12.7","470"
"12.75","1656"
"12.8","656"
"12.85","724"
"12.9","979"
"12.95","1753"
"13","1597"
"13.05","948"
"13.1","613"
"13.15","1868"
"13.2","425"
"13.25","10"
"13.3","121"
"13.35","121"
"13.4","1160"
"13.45","1323"
"13.5","423"
"13.55","1222"
"13.6","183"
"13.65","896"
"13.7","1321"
"13.75","1972"
"13.8","1194"
"13.85","212"
"13.9","981"
"13.95","981"
"14","1377"
"14.05","1815"
"14.1","973"
"14.15","261"
"14.2","659"
"14.25","822"
"14.3","227"
"14.35","500"
"14.4","1077"
"14.45","59"
"14.5","1084"
"14.55","695"
"14.6","1117"
"14.65","587"
"14.7","716"
"14.75","440"
"14.8","719"
"14.85","1752"
"14.9","363"
"14.95","1549"
"15","88"
"15.05","1345"
"15.1","1494"
"15.15","946"
"15.2","474"
"15.25","864"
"15.3","59"
"15.35","22"
"15.4","1392"
"15.45","833"
"15.5","374"
"15.55","1186"
"15.6","1185"
"15.65","1056"
"15.7","581"
"15.75","1452"
"15.8","1547"
"15.85","582"
"15.9","1656"
"15.95","151"
"16","1093"
"16.05","1173"
"16.1","26"
"16.15","1772"
"16.2","1537"
"16.25","88"
"16.3","762"
"16.35","1674"
"16.4","579"
"16.45","216"
"16.5","1860"
"16.55","1533"
"16.6","1806"
"16.65","1896"
"16.7","833"
"16.75","114"
"16.8","638"
"16.85","842"
"16.9","1612"
"16.95","438"
"17","840"
"17.05","274"
"17.1","1782"
"17.15","1903"
"17.2","342"
"17.25","735"
"17.3","1580"
"17.35","43"
"17.4","620"
"17.45","537"
"17.5","883"
"17.55","1305"
"17.6","1595"
"17.65","606"
"17.7","1122"
"17.75","1083"
"17.8","41"
"17.85","1951"
"17.9","1154"
"17.95","1139"
"18","68"
"18.05","1387"
"18.1","1568"
"18.15","1501"
"18.2","1572"
"18.25","988"
"18.3","607"
"18.35","1245"
"18.4","867"
"18.45","59"
"18.5","1177"
"18.55","1777"
"18.6","1133"
"18.65","953"
"18.7","1082"
"18.75","1621"
"18.8","488"
"18.85","923"
"18.9","389"
"18.95","1895"
"19","836"
"19.05","1942"
"19.1","1294"
"19.15","1983"
"19.2","1938"
"19.25","1832"
"19.3","1617"
"19.35","1357"
"19.4","1641"
"19.45","494"
"19.5","1501"
"19.55","232"
"19.6","776"
"19.65","1486"
"19.7","1821"
"19.75","409"
"19.8","1761"
"19.85","803"
"19.9","1683"
"19.95","1708"
"20","1172"
"20.05","1480"
"20.1","1511"
"20.15","307"
"20.2","1733"
"20.25","442"
"20.3","1303"
"20.35","177"
"20.4","177"
"20.45","1513"
"20.5","1513"
"20.55","888"
"20.6","377"
"20.65","1900"
"20.7","1943"
"20.75","1467"
"20.8","1617"
"20.85","1460"
"20.9","411"
"20.95","308"
"21","1297"
"21.05","167"
"21.1","1799"
"21.15","1837"
"21.2","1966"
"21.25","279"
"21.3","1577"
"21.35","1621"
"21.4","211"
"21.45","282"
"21.5","20"
"21.55","1777"
"21.6","1416"
"21.65","1638"
"21.7","1295"
"21.75","1800"
"21.8","10"
"21.85","647"
"21.9","415"
"21.95","487"
"22","1505"
"22.05","209"
"22.1","1270"
"22.15","1938"
"22.2","816"
"22.25","29"
"22.3","521"
"22.35","1136"
"22.4","975"
"22.45","172"
"22.5","222"
"22.55","222"
"22.6","774"
"22.65","774"
"22.7","1992"
"22.75","1992"
"22.8","1593"
"22.85","1593"
"22.9","1802"
"22.95","1802"
"23","1867"
"23.05","1867"
"23.1","1437"
"23.15","1437"
"23.2","1873"
"23.25","1873"
"23.3","198"
"23.35","198"
"23.4","443"
"23.45","443"
"23.5","27"
"23.55","27"
"23.6","1302"
"23.65","1302"
"23.7","622"
"23.75","622"
"23.8","628"
"23.85","628"
"23.9","1515"
"23.95","1515"
"24","1239"
"24.05","1239"
"24.1","1452"
"24.15","1452"
"24.2","1213"
"24.25","1213"
"24.3","1788"
"24.35","1788"
"24.4","757"
"24.45","757"
"24.5","11"
"24.55","11"
"24.6","1401"
"24.65","1401"
"24.7","1999"
"24.75","1999"
"24.8","261"
"24.85","261"
"24.9","1608"
"24.95","0"
"25","328"
"25.05","0"
"25.1","164"
"25.15","0"
"25.2","1967"
"25.25","0"
"25.3","1600"
"25.35","0"
"25.4","869"
"25.45","0"
"25.5","1802"
"25.55","0"
"25.6","1503"
"25.65","0"
"25.7","0"
"25.75","217"
"25.8","0"
"25.85","0"
"25.9","808"
"25.95","0"
"26","0"
"26.05","0"
"26.1","0"
"26.15","1583"
"26.2","1024"
"26.25","148"
"26.3","1536"
"26.35","591"
"26.4","1280"
"26.45","1128"
"26.5","1024"
"26.55","1611"
"26.6","1280"
"26.65","911"
"26.7","1024"
"26.75","1937"
"26.8","0"
"26.85","281"
"26.9","1280"
"26.95","337"
"27","1792"
"27.05","850"
"27.1","0"
"27.15","556"
"27.2","1280"
"27.25","294"
"27.3","1280"
"27.35","1003"
"27.4","1950"
"27.45","1711"
"27.5","1251"
"27.55","790"
"27.6","1660"
"27.65","957"
"27.7","643"
"27.75","1488"
"27.8","347"
"27.85","256"
"27.9","479"
"27.95","91"
"28","1633"
"28.05","1127"
"28.1","1235"
"28.15","1540"
"28.2","1831"
"28.25","169"
"28.3","235"
"28.35","1593"
"28.4","1303"
"28.45","419"
"28.5","452"
"28.55","1183"
"28.6","26"
"28.65","1892"
"28.7","719"
"28.75","1432"
"28.8","427"
"28.85","94"
"28.9","870"
"28.95","545"
"29","1697"
"29.05","1643"
"29.1","1302"
"29.15","137"
"29.2","1586"
"29.25","1615"
"29.3","268"
"29.35","1115"
"29.4","908"
"29.45","79"
"29.5","721"
"29.55","1599"
"29.6","1704"
"29.65","657"
"29.7","16"
"29.75","786"
"29.8","1587"
"29.85","199"
"29.9","1653"
"29.95","237"
"30","563"
"30.05","563"
"30.1","1129"
"30.15","1129"
"30.2","433"
"30.25","155"
"30.3","876"
"30.35","545"
"30.4","1413"
"30.45","185"
"30.5","260"
"30.55","1685"
"30.6","1133"
"30.65","31"
"30.7","757"
"30.75","1220"
"30.8","592"
"30.85","1190"
"30.9","703"
"30.95","1063"
"31","219"
"31.05","1529"
"31.1","443"
"31.15","1148"
"31.2","1761"
"31.25","145"
"31.3","1465"
"31.35","27"
"31.4","1693"
"31.45","299"
"31.5","1149"
"31.55","1846"
"31.6","1216"
"31.65","903"
"31.7","1119"
"31.75","515"
"31.8","937"
"31.85","757"
"31.9","1385"
"31.95","1083"
"32","277"
"32.05","1598"
"32.1","1508"
"32.15","194"
"32.2","1582"
"32.25","1433"
"32.3","70"
"32.35","1520"
"32.4","1833"
"32.45","1945"
"32.5","1584"
"32.55","1501"
"32.6","661"
"32.65","1964"
"32.7","1823"
"32.75","939"
"32.8","1951"
"32.85","417"
"32.9","294"
"32.95","1380"
"33","1381"
"33.05","1720"
"33.1","1960"
"33.15","495"
"33.2","425"
"33.25","714"
"33.3","1996"
"33.35","1489"
"33.4","1992"
"33.45","1627"
"33.5","138"
"33.55","1231"
"33.6","217"
"33.65","1290"
"33.7","1284"
"33.75","1610"
"33.8","832"
"33.85","707"
"33.9","1507"
"33.95","1190"
"34","1238"
"34.05","1647"
"34.1","626"
"34.15","1098"
"34.2","165"
"34.25","815"
"34.3","540"
"34.35","1812"
"34.4","562"
"34.45","809"
"34.5","578"
"34.55","56"
"34.6","506"
"34.65","787"
"34.7","809"
"34.75","807"
"34.8","1952"
"34.85","1616"
"34.9","1312"
"34.95","587"
"35","1173"
"35.05","665"
"35.1","507"
"35.15","1606"
"35.2","736"
"35.25","1197"
"35.3","677"
"35.35","1092"
"35.4","254"
"35.45","1796"
"35.5","41"
"35.55","219"
"35.6","367"
"35.65","420"
"35.7","865"
"35.75","383"
"35.8","1230"
"35.85","660"
"35.9","601"
"35.95","291"
"36","431"
"36.05","1224"
"36.1","1376"
"36.15","492"
"36.2","985"
"36.25","1571"
"36.3","1233"
"36.35","800"
"36.4","185"
"36.45","1019"
"36.5","1463"
"36.55","1599"
"36.6","1613"
"36.65","1713"
"36.7","1843"
"36.75","1315"
"36.8","887"
"36.85","67"
"36.9","67"
"36.95","27"
"37","861"
"37.05","504"
"37.1","1811"
"37.15","900"
"37.2","1481"
"37.25","1510"
"37.3","391"
"37.35","1959"
"37.4","828"
"37.45","1007"
"37.5","1014"
"37.55","1863"
"37.6","12"
"37.65","1448"
"37.7","1779"
"37.75","611"
"37.8","1709"
"37.85","276"
"37.9","276"
"37.95","271"
"38","186"
"38.05","64"
"38.1","1877"
"38.15","854"
"38.2","1791"
"38.25","1571"
"38.3","1221"
"38.35","1585"
"38.4","1028"
"38.45","1631"
"38.5","1139"
"38.55","401"
"38.6","1993"
"38.65","1407"
"38.7","1033"
"38.75","418"
"38.8","802"
"38.85","222"
"38.9","793"
"38.95","1646"
"39","173"
"39.05","364"
"39.1","656"
"39.15","788"
"39.2","1482"
"39.25","340"
"39.3","1681"
"39.35","1443"
"39.4","585"
"39.45","87"
"39.5","1916"
"39.55","1875"
"39.6","48"
"39.65","605"
"39.7","767"
"39.75","1336"
"39.8","1666"
"39.85","1297"
"39.9","169"
"39.95","1200"
"40","874"
"40.05","1391"
"40.1","1499"
"40.15","995"
"40.2","1798"
"40.25","1196"
"40.3","1771"
"40.35","1079"
"40.4","624"
"40.45","553"
"40.5","1660"
"40.55","728"
"40.6","980"
"40.65","1422"
"40.7","100"
"40.75","466"
"40.8","1490"
"40.85","456"
"40.9","1196"
"40.95","1958"
"41","1402"
"41.05","1889"
"41.1","341"
"41.15","760"
"41.2","17"
"41.25","1974"
"41.3","379"
"41.35","52"
"41.4","14"
"41.45","513"
"41.5","1536"
"41.55","1543"
"41.6","1733"
"41.65","922"
"41.7","488"
"41.75","1056"
"41.8","536"
"41.85","1798"
"41.9","735"
"41.95","1276"
"42","147"
"42.05","268"
"42.1","860"
"42.15","794"
"42.2","11"
"42.25","705"
"42.3","918"
"42.35","1610"
"42.4","1342"
"42.45","689"
"42.5","240"
"42.55","1423"
"42.6","1097"
"42.65","1445"
"42.7","1181"
"42.75","1668"
"42.8","606"
"42.85","1876"
"42.9","491"
"42.95","917"
"43","708"
"43.05","0"
"43.1","777"
"43.15","260"
"43.2","1193"
"43.25","842"
"43.3","1677"
"43.35","1875"
"43.4","182"
"43.45","603"
"43.5","51"
"43.55","1948"
"43.6","1744"
"43.65","1495"
"43.7","230"
"43.75","1806"
"43.8","138"
"43.85","1703"
"43.9","1974"
"43.95","1820"
"44","808"
"44.05","1240"
"44.1","404"
"44.15","488"
"44.2","488"
"44.25","752"
"44.3","174"
"44.35","1355"
"44.4","1258"
"44.45","1269"
"44.5","600"
"44.55","1311"
"44.6","384"
"44.65","1141"
"44.7","1141"
"44.75","695"
"44.8","4"
"44.85","1071"
"44.9","1592"
"44.95","912"
"45","23"
"45.05","1582"
"45.1","426"
"45.15","426"
"45.2","1"
"45.25","218"
"45.3","320"
"45.35","834"
"45.4","603"
"45.45","515"
"45.5","213"
"45.55","916"
"45.6","330"
"45.65","1939"
"45.7","1351"
"45.75","1063"
"45.8","1097"
"45.85","1624"
"45.9","318"
"45.95","1089"
"46","504"
"46.05","1484"
"46.1","62"
"46.15","1264"
"46.2","1613"
"46.25","1273"
"46.3","1872"
"46.35","1987"
"46.4","1987"
"46.45","1652"
"46.5","461"
"46.55","483"
"46.6","356"
"46.65","69"
"46.7","1994"
"46.75","817"
"46.8","1581"
"46.85","1958"
"46.9","12"
"46.95","1737"
"47","1429"
"47.05","1188"
"47.1","1233"
"47.15","1470"
"47.2","204"
"47.25","204"
"47.3","1174"
"47.35","1472"
"47.4","1539"
"47.45","1852"
"47.5","1882"
"47.55","496"
"47.6","776"
"47.65","54"
"47.7","1762"
"47.75","885"
"47.8","1210"
"47.85","1417"
"47.9","371"
"47.95","371"
"48","186"
"48.05","1060"
"48.1","1834"
"48.15","1567"
"48.2","667"
"48.25","836"
"48.3","1910"
"48.35","1053"
"48.4","1511"
"48.45","765"
"48.5","1309"
"48.55","265"
"48.6","883"
"48.65","131"
"48.7","819"
"48.75","414"
"48.8","414"
"48.85","1727"
"48.9","512"
"48.95","1828"
"49","843"
"49.05","626"
"49.1","1903"
"49.15","113"
"49.2","766"
"49.25","994"
"49.3","1106"
"49.35","1738"
"49.4","934"
"49.45","569"
"49.5","1741"
"49.55","1661"
"49.6","1296"
"49.65","313"
"49.7","242"
"49.75","1064"
"49.8","373"
"49.85","561"
"49.9","233"
"49.95","673"
"50","723"
"50.05","1905"
"50.1","88"
"50.15","1011"
"50.2","1578"
"50.25","256"
"50.3","1029"
"50.35","1463"
"50.4","1123"
"50.45","899"
"50.5","381"
"50.55","1063"
"50.6","760"
"50.65","1694"
"50.7","1126"
"50.75","1550"
"50.8","428"
"50.85","1226"
"50.9","1016"
"50.95","673"
"51","948"
"51.05","1987"
"51.1","1065"
"51.15","460"
"51.2","1081"
"51.25","1907"
"51.3","279"
"51.35","705"
"51.4","733"
"51.45","1460"
"51.5","1784"
"51.55","517"
"51.6","577"
"51.65","931"
"51.7","1198"
"51.75","162"
"51.8","1120"
"51.85","1257"
"51.9","1984"
"51.95","1279"
"52","765"
"52.05","10"
"52.1","1384"
"52.15","758"
"52.2","128"
"52.25","662"
"52.3","60"
"52.35","735"
"52.4","735"
"52.45","1722"
"52.5","419"
"52.55","389"
"52.6","1217"
"52.65","586"
"52.7","1715"
"52.75","852"
"52.8","734"
"52.85","1939"
"52.9","357"
"52.95","1791"
"53","1788"
"53.05","409"
