"Time (s)","Flow Rate"
"353.9","37"
"353.95","391"
"354","391"
"354.05","391"
"354.1","148"
"354.15","148"
"354.2","148"
"354.25","168"
"354.3","168"
"354.35","168"
"354.4","677"
"354.45","677"
"354.5","677"
"354.55","784"
"354.6","784"
"354.65","784"
"354.7","477"
"354.75","477"
"354.8","477"
"354.85","455"
"354.9","455"
"354.95","455"
"355","140"
"355.05","140"
"355.1","140"
"355.15","437"
"355.2","437"
"355.25","437"
"355.3","441"
"355.35","441"
"355.4","441"
"355.45","517"
"355.5","517"
"355.55","517"
"355.6","339"
"355.65","339"
"355.7","339"
"355.75","118"
"355.8","118"
"355.85","118"
"355.9","487"
"355.95","487"
"356","487"
"356.05","549"
"356.1","549"
"356.15","549"
"356.2","48"
"356.25","48"
"356.3","48"
"356.35","637"
"356.4","637"
"356.45","637"
"356.5","168"
"356.55","168"
"356.6","168"
"356.65","543"
"356.7","543"
"356.75","543"
"356.8","9"
"356.85","9"
"356.9","9"
"356.95","698"
"357","698"
"357.05","698"
"357.1","195"
"357.15","195"
"357.2","195"
"357.25","25"
"357.3","25"
"357.35","25"
"357.4","116"
"357.45","116"
"357.5","116"
"357.55","632"
"357.6","632"
"357.65","632"
"357.7","391"
"357.75","391"
"357.8","391"
"357.85","707"
"357.9","707"
"357.95","707"
"358","390"
"358.05","390"
"358.1","390"
"358.15","107"
"358.2","107"
"358.25","107"
"358.3","146"
"358.35","146"
"358.4","146"
"358.45","704"
"358.5","704"
"358.55","704"
"358.6","49"
"358.65","49"
"358.7","49"
"358.75","440"
"358.8","440"
"358.85","440"
"358.9","194"
"358.95","194"
"359","194"
"359.05","797"
"359.1","797"
"359.15","797"
"359.2","600"
"359.25","600"
"359.3","600"
"359.35","582"
"359.4","582"
"359.45","582"
"359.5","718"
"359.55","718"
"359.6","718"
"359.65","602"
"359.7","602"
"359.75","602"
"359.8","22"
"359.85","22"
"359.9","22"
"359.95","154"
"360","154"
"360.05","154"
"360.1","722"
"360.15","722"
"360.2","722"
"360.25","126"
"360.3","126"
"360.35","126"
"360.4","330"
"360.45","330"
"360.5","330"
"360.55","51"
"360.6","51"
"360.65","51"
"360.7","768"
"360.75","768"
"360.8","768"
"360.85","653"
"360.9","653"
"360.95","653"
"361","435"
"361.05","435"
"361.1","435"
"361.15","552"
"361.2","552"
"361.25","552"
"361.3","106"
"361.35","106"
"361.4","106"
"361.45","445"
"361.5","445"
"361.55","445"
"361.6","658"
"361.65","658"
"361.7","658"
"361.75","254"
"361.8","254"
"361.85","254"
"361.9","120"
"361.95","120"
"362","120"
"362.05","149"
"362.1","149"
"362.15","149"
"362.2","340"
"362.25","340"
"362.3","340"
"362.35","756"
"362.4","756"
"362.45","756"
"362.5","473"
"362.55","473"
"362.6","473"
"362.65","558"
"362.7","558"
"362.75","558"
"362.8","605"
"362.85","605"
"362.9","605"
"362.95","423"
"363","423"
"363.05","423"
"363.1","47"
"363.15","47"
"363.2","47"
"363.25","271"
"363.3","271"
"363.35","271"
"363.4","440"
"363.45","440"
"363.5","440"
"363.55","669"
"363.6","669"
"363.65","669"
"363.7","533"
"363.75","533"
"363.8","533"
"363.85","673"
"363.9","673"
"363.95","673"
"364","354"
"364.05","354"
"364.1","354"
"364.15","761"
"364.2","761"
"364.25","761"
"364.3","630"
"364.35","630"
"364.4","630"
"364.45","624"
"364.5","624"
"364.55","624"
"364.6","576"
"364.65","576"
"364.7","576"
"364.75","747"
"364.8","747"
"364.85","747"
"364.9","79"
"364.95","79"
"365","79"
"365.05","286"
"365.1","286"
"365.15","286"
"365.2","635"
"365.25","635"
"365.3","635"
"365.35","698"
"365.4","698"
"365.45","698"
"365.5","120"
"365.55","120"
"365.6","120"
"365.65","43"
"365.7","43"
"365.75","43"
"365.8","41"
"365.85","41"
"365.9","41"
"365.95","479"
"366","479"
"366.05","479"
"366.1","482"
"366.15","482"
"366.2","482"
"366.25","510"
"366.3","510"
"366.35","510"
"366.4","435"
"366.45","435"
"366.5","435"
"366.55","137"
"366.6","137"
"366.65","137"
"366.7","191"
"366.75","191"
"366.8","191"
"366.85","444"
"366.9","444"
"366.95","444"
"367","683"
"367.05","683"
"367.1","683"
"367.15","419"
"367.2","419"
"367.25","419"
"367.3","282"
"367.35","282"
"367.4","282"
"367.45","499"
"367.5","499"
"367.55","499"
"367.6","786"
"367.65","786"
"367.7","786"
"367.75","202"
"367.8","202"
"367.85","202"
"367.9","168"
"367.95","168"
"368","168"
"368.05","429"
"368.1","429"
"368.15","429"
"368.2","43"
"368.25","43"
"368.3","43"
"368.35","341"
"368.4","341"
"368.45","341"
"368.5","21"
"368.55","21"
"368.6","21"
"368.65","178"
"368.7","178"
"368.75","178"
"368.8","131"
"368.85","131"
"368.9","131"
"368.95","198"
"369","198"
"369.05","198"
"369.1","29"
"369.15","29"
"369.2","29"
"369.25","177"
"369.3","177"
"369.35","177"
"369.4","116"
"369.45","116"
"369.5","116"
"369.55","179"
"369.6","179"
"369.65","179"
"369.7","405"
"369.75","405"
"369.8","405"
"369.85","218"
"369.9","218"
"369.95","218"
"370","340"
"370.05","340"
"370.1","340"
"370.15","372"
"370.2","372"
"370.25","372"
"370.3","375"
"370.35","375"
"370.4","375"
"370.45","753"
"370.5","753"
"370.55","753"
"370.6","445"
"370.65","445"
"370.7","445"
"370.75","219"
"370.8","219"
"370.85","219"
"370.9","55"
"370.95","55"
"371","55"
"371.05","366"
"371.1","366"
"371.15","366"
"371.2","489"
"371.25","489"
"371.3","489"
"371.35","302"
"371.4","302"
"371.45","302"
"371.5","147"
"371.55","147"
"371.6","147"
"371.65","277"
"371.7","277"
"371.75","277"
"371.8","763"
"371.85","763"
"371.9","763"
"371.95","137"
"372","137"
"372.05","137"
"372.1","738"
"372.15","738"
"372.2","738"
"372.25","329"
"372.3","329"
"372.35","329"
"372.4","391"
"372.45","391"
"372.5","391"
"372.55","29"
"372.6","29"
"372.65","29"
"372.7","497"
"372.75","497"
"372.8","497"
"372.85","35"
"372.9","35"
"372.95","35"
"373","405"
"373.05","405"
"373.1","405"
"373.15","788"
"373.2","788"
"373.25","788"
"373.3","335"
"373.35","335"
"373.4","335"
"373.45","53"
"373.5","53"
"373.55","53"
"373.6","591"
"373.65","591"
"373.7","591"
"373.75","658"
"373.8","658"
"373.85","658"
"373.9","760"
"373.95","760"
"374","760"
"374.05","424"
"374.1","424"
"374.15","424"
"374.2","647"
"374.25","647"
"374.3","647"
"374.35","767"
"374.4","767"
"374.45","767"
"374.5","359"
"374.55","359"
"374.6","359"
"374.65","620"
"374.7","620"
"374.75","620"
"374.8","181"
"374.85","181"
"374.9","181"
"374.95","786"
"375","786"
"375.05","786"
"375.1","737"
"375.15","737"
"375.2","737"
"375.25","515"
"375.3","515"
"375.35","515"
"375.4","86"
"375.45","86"
"375.5","86"
"375.55","98"
"375.6","98"
"375.65","98"
"375.7","225"
"375.75","225"
"375.8","225"
"375.85","516"
"375.9","516"
"375.95","516"
"376","144"
"376.05","144"
"376.1","144"
"376.15","679"
"376.2","679"
"376.25","679"
"376.3","173"
"376.35","173"
"376.4","173"
"376.45","639"
"376.5","639"
"376.55","639"
"376.6","457"
"376.65","457"
"376.7","457"
"376.75","369"
"376.8","369"
"376.85","369"
"376.9","674"
"376.95","674"
"377","674"
"377.05","20"
"377.1","20"
"377.15","20"
"377.2","348"
"377.25","348"
"377.3","348"
"377.35","714"
"377.4","714"
"377.45","714"
"377.5","694"
"377.55","694"
"377.6","694"
"377.65","683"
"377.7","683"
"377.75","683"
"377.8","387"
"377.85","387"
"377.9","387"
"377.95","162"
"378","162"
"378.05","162"
"378.1","111"
"378.15","111"
"378.2","111"
"378.25","286"
"378.3","286"
"378.35","286"
"378.4","149"
"378.45","149"
"378.5","149"
"378.55","669"
"378.6","669"
"378.65","669"
"378.7","70"
"378.75","70"
"378.8","70"
"378.85","185"
"378.9","185"
"378.95","185"
"379","222"
"379.05","222"
"379.1","222"
"379.15","581"
"379.2","581"
"379.25","581"
"379.3","470"
"379.35","470"
"379.4","470"
"379.45","154"
"379.5","154"
"379.55","154"
"379.6","328"
"379.65","328"
"379.7","328"
"379.75","68"
"379.8","68"
"379.85","68"
"379.9","464"
"379.95","464"
"380","464"
"380.05","735"
"380.1","735"
"380.15","735"
"380.2","77"
"380.25","77"
"380.3","77"
"380.35","588"
"380.4","588"
"380.45","588"
"380.5","318"
"380.55","318"
"380.6","318"
"380.65","186"
"380.7","186"
"380.75","186"
"380.8","680"
"380.85","680"
"380.9","680"
"380.95","108"
"381","108"
"381.05","108"
"381.1","438"
"381.15","438"
"381.2","438"
"381.25","335"
"381.3","335"
"381.35","335"
"381.4","23"
"381.45","23"
"381.5","23"
"381.55","23"
"381.6","23"
"381.65","23"
"381.7","484"
"381.75","484"
"381.8","484"
"381.85","297"
"381.9","297"
"381.95","297"
"382","242"
"382.05","242"
"382.1","242"
"382.15","295"
"382.2","295"
"382.25","295"
"382.3","164"
"382.35","164"
"382.4","164"
"382.45","305"
"382.5","305"
"382.55","305"
"382.6","230"
"382.65","230"
"382.7","230"
"382.75","499"
"382.8","499"
"382.85","499"
"382.9","501"
"382.95","501"
"383","501"
"383.05","147"
"383.1","147"
"383.15","147"
"383.2","365"
"383.25","365"
"383.3","365"
"383.35","246"
"383.4","246"
"383.45","246"
"383.5","254"
"383.55","254"
"383.6","254"
"383.65","378"
"383.7","378"
"383.75","378"
"383.8","152"
"383.85","152"
"383.9","152"
"383.95","218"
"384","218"
"384.05","218"
"384.1","658"
"384.15","658"
"384.2","658"
"384.25","291"
"384.3","291"
"384.35","291"
"384.4","501"
"384.45","501"
"384.5","501"
"384.55","393"
"384.6","393"
"384.65","393"
"384.7","493"
"384.75","493"
"384.8","493"
"384.85","259"
"384.9","259"
"384.95","259"
"385","472"
"385.05","472"
"385.1","472"
"385.15","159"
"385.2","159"
"385.25","159"
"385.3","379"
"385.35","379"
"385.4","379"
"385.45","400"
"385.5","400"
"385.55","400"
"385.6","569"
"385.65","569"
"385.7","569"
"385.75","755"
"385.8","755"
"385.85","755"
"385.9","567"
"385.95","567"
"386","567"
"386.05","434"
"386.1","434"
"386.15","434"
"386.2","599"
"386.25","599"
"386.3","599"
"386.35","444"
"386.4","444"
"386.45","444"
"386.5","436"
"386.55","436"
"386.6","436"
"386.65","381"
"386.7","381"
"386.75","381"
"386.8","772"
"386.85","772"
"386.9","772"
"386.95","362"
"387","362"
"387.05","362"
"387.1","411"
"387.15","411"
"387.2","411"
"387.25","156"
"387.3","156"
"387.35","156"
"387.4","92"
"387.45","92"
"387.5","92"
"387.55","49"
"387.6","49"
"387.65","49"
"387.7","769"
"387.75","769"
"387.8","769"
"387.85","709"
"387.9","709"
"387.95","709"
"388","701"
"388.05","701"
"388.1","701"
"388.15","681"
"388.2","681"
"388.25","681"
"388.3","364"
"388.35","364"
"388.4","364"
"388.45","396"
"388.5","396"
"388.55","396"
"388.6","442"
"388.65","442"
"388.7","442"
"388.75","763"
"388.8","763"
"388.85","763"
"388.9","63"
"388.95","63"
"389","63"
"389.05","591"
"389.1","591"
"389.15","591"
"389.2","442"
"389.25","442"
"389.3","442"
"389.35","32"
"389.4","32"
"389.45","32"
"389.5","248"
"389.55","248"
"389.6","248"
"389.65","482"
"389.7","482"
"389.75","482"
"389.8","689"
"389.85","689"
"389.9","689"
"389.95","360"
"390","360"
"390.05","360"
"390.1","702"
"390.15","702"
"390.2","702"
"390.25","767"
"390.3","767"
"390.35","767"
"390.4","622"
"390.45","622"
"390.5","622"
"390.55","777"
"390.6","777"
"390.65","777"
"390.7","515"
"390.75","515"
"390.8","515"
"390.85","625"
"390.9","625"
"390.95","625"
"391","497"
"391.05","497"
"391.1","497"
"391.15","654"
"391.2","654"
"391.25","654"
"391.3","5"
"391.35","5"
"391.4","5"
"391.45","5"
"391.5","5"
"391.55","5"
"391.6","409"
"391.65","409"
"391.7","409"
"391.75","417"
"391.8","417"
"391.85","417"
"391.9","384"
"391.95","384"
"392","384"
"392.05","311"
"392.1","311"
"392.15","311"
"392.2","577"
"392.25","577"
"392.3","577"
"392.35","677"
"392.4","677"
"392.45","677"
"392.5","227"
"392.55","227"
"392.6","227"
"392.65","470"
"392.7","470"
"392.75","470"
"392.8","5"
"392.85","5"
"392.9","5"
"392.95","139"
"393","139"
"393.05","139"
"393.1","340"
"393.15","340"
"393.2","340"
"393.25","397"
"393.3","397"
"393.35","397"
"393.4","761"
"393.45","761"
"393.5","761"
"393.55","647"
"393.6","647"
"393.65","647"
"393.7","479"
"393.75","479"
"393.8","479"
"393.85","765"
"393.9","765"
"393.95","765"
"394","186"
"394.05","186"
"394.1","186"
"394.15","70"
"394.2","70"
"394.25","70"
"394.3","371"
"394.35","371"
"394.4","371"
"394.45","217"
"394.5","217"
"394.55","217"
"394.6","573"
"394.65","573"
"394.7","573"
"394.75","94"
"394.8","94"
"394.85","94"
"394.9","750"
"394.95","750"
"395","750"
"395.05","750"
"395.1","750"
"395.15","750"
"395.2","321"
"395.25","321"
"395.3","321"
"395.35","81"
"395.4","81"
"395.45","81"
"395.5","455"
"395.55","455"
"395.6","455"
"395.65","506"
"395.7","506"
"395.75","506"
"395.8","284"
"395.85","284"
"395.9","284"
"395.95","87"
"396","87"
"396.05","87"
"396.1","37"
"396.15","37"
"396.2","37"
"396.25","197"
"396.3","197"
"396.35","197"
"396.4","797"
"396.45","797"
"396.5","797"
"396.55","160"
"396.6","160"
"396.65","160"
"396.7","235"
"396.75","235"
"396.8","235"
"396.85","771"
"396.9","771"
"396.95","771"
"397","500"
"397.05","500"
"397.1","500"
"397.15","21"
"397.2","21"
"397.25","21"
"397.3","405"
"397.35","405"
"397.4","405"
"397.45","471"
"397.5","471"
"397.55","471"
"397.6","303"
"397.65","303"
"397.7","303"
"397.75","566"
"397.8","566"
"397.85","566"
"397.9","755"
"397.95","755"
"398","755"
"398.05","523"
"398.1","523"
"398.15","523"
"398.2","708"
"398.25","708"
"398.3","708"
"398.35","397"
"398.4","397"
"398.45","397"
"398.5","56"
"398.55","56"
"398.6","56"
"398.65","215"
"398.7","215"
"398.75","215"
"398.8","97"
"398.85","97"
"398.9","97"
"398.95","275"
"399","275"
"399.05","275"
"399.1","185"
"399.15","185"
"399.2","185"
"399.25","579"
"399.3","579"
"399.35","579"
"399.4","5"
"399.45","5"
"399.5","5"
"399.55","482"
"399.6","482"
"399.65","482"
"399.7","392"
"399.75","392"
"399.8","392"
"399.85","485"
"399.9","485"
"399.95","485"
"400","46"
"400.05","46"
"400.1","46"
"400.15","345"
"400.2","345"
"400.25","345"
"400.3","543"
"400.35","543"
"400.4","543"
"400.45","399"
"400.5","399"
"400.55","399"
"400.6","782"
"400.65","782"
"400.7","782"
"400.75","28"
"400.8","28"
"400.85","28"
"400.9","28"
"400.95","28"
"401","28"
"401.05","52"
"401.1","52"
"401.15","52"
"401.2","405"
"401.25","405"
"401.3","405"
"401.35","360"
"401.4","360"
"401.45","360"
"401.5","461"
"401.55","461"
"401.6","461"
"401.65","554"
"401.7","554"
"401.75","554"
"401.8","688"
"401.85","688"
"401.9","688"
"401.95","14"
"402","14"
"402.05","14"
"402.1","115"
"402.15","115"
"402.2","115"
"402.25","539"
"402.3","539"
"402.35","539"
"402.4","760"
"402.45","760"
"402.5","760"
"402.55","530"
"402.6","530"
"402.65","530"
"402.7","361"
"402.75","361"
"402.8","361"
"402.85","480"
"402.9","480"
"402.95","480"
"403","673"
"403.05","673"
"403.1","673"
"403.15","93"
"403.2","93"
"403.25","93"
"403.3","548"
"403.35","548"
"403.4","548"
"403.45","788"
"403.5","788"
"403.55","788"
"403.6","293"
"403.65","293"
"403.7","293"
"403.75","58"
"403.8","58"
"403.85","58"
"403.9","142"
"403.95","142"
"404","142"
"404.05","26"
"404.1","26"
"404.15","26"
"404.2","687"
"404.25","687"
"404.3","687"
"404.35","587"
"404.4","587"
"404.45","587"
"404.5","492"
"404.55","492"
"404.6","492"
"404.65","137"
"404.7","137"
"404.75","137"
"404.8","662"
"404.85","662"
"404.9","662"
"404.95","649"
"405","649"
"405.05","649"
"405.1","544"
"405.15","544"
"405.2","544"
"405.25","114"
"405.3","114"
"405.35","114"
"405.4","658"
"405.45","658"
"405.5","658"
"405.55","542"
"405.6","542"
"405.65","542"
"405.7","146"
"405.75","146"
"405.8","146"
"405.85","779"
"405.9","779"
"405.95","779"
"406","329"
"406.05","329"
"406.1","329"
"406.15","772"
"406.2","772"
"406.25","772"
"406.3","767"
"406.35","767"
"406.4","767"
"406.45","483"
"406.5","483"
"406.55","483"
"406.6","658"
"406.65","658"
"406.7","658"
"406.75","738"
"406.8","738"
"406.85","738"
"406.9","177"
"406.95","177"
"407","177"
"407.05","110"
"407.1","110"
"407.15","110"
"407.2","18"
"407.25","18"
"407.3","18"
"407.35","268"
"407.4","268"
"407.45","268"
"407.5","378"
"407.55","378"
"407.6","378"
"407.65","485"
"407.7","485"
"407.75","485"
"407.8","557"
"407.85","557"
"407.9","557"
"407.95","333"
"408","333"
"408.05","333"
"408.1","667"
"408.15","667"
"408.2","667"
"408.25","573"
"408.3","573"
"408.35","573"
"408.4","284"
"408.45","284"
"408.5","284"
"408.55","137"
"408.6","137"
"408.65","137"
"408.7","38"
"408.75","38"
"408.8","38"
"408.85","66"
"408.9","66"
"408.95","66"
"409","209"
"409.05","209"
"409.1","209"
"409.15","159"
"409.2","159"
"409.25","159"
"409.3","688"
"409.35","688"
"409.4","688"
"409.45","386"
"409.5","386"
"409.55","386"
"409.6","629"
"409.65","629"
"409.7","629"
"409.75","395"
"409.8","395"
"409.85","395"
"409.9","7"
"409.95","7"
"410","7"
"410.05","73"
"410.1","73"
"410.15","73"
"410.2","606"
"410.25","606"
"410.3","606"
"410.35","316"
"410.4","316"
"410.45","316"
"410.5","785"
"410.55","785"
"410.6","785"
"410.65","663"
"410.7","663"
"410.75","663"
"410.8","531"
"410.85","531"
"410.9","531"
"410.95","454"
"411","454"
"411.05","454"
"411.1","237"
"411.15","237"
"411.2","237"
"411.25","598"
"411.3","598"
"411.35","598"
"411.4","223"
"411.45","223"
"411.5","223"
"411.55","9"
"411.6","9"
"411.65","9"
"411.7","574"
"411.75","574"
"411.8","574"
"411.85","674"
"411.9","674"
"411.95","674"
"412","381"
"412.05","381"
"412.1","381"
"412.15","137"
"412.2","137"
"412.25","137"
"412.3","147"
"412.35","147"
"412.4","147"
"412.45","112"
"412.5","112"
"412.55","112"
"412.6","207"
"412.65","207"
"412.7","207"
"412.75","715"
"412.8","715"
"412.85","715"
"412.9","754"
"412.95","754"
"413","754"
"413.05","378"
"413.1","378"
"413.15","378"
"413.2","432"
"413.25","432"
"413.3","432"
"413.35","4"
"413.4","4"
"413.45","4"
"413.5","496"
"413.55","496"
"413.6","496"
"413.65","167"
"413.7","167"
"413.75","167"
"413.8","253"
"413.85","253"
"413.9","253"
"413.95","389"
"414","389"
"414.05","389"
"414.1","709"
"414.15","709"
"414.2","709"
"414.25","645"
"414.3","645"
"414.35","645"
"414.4","452"
"414.45","452"
"414.5","452"
"414.55","736"
"414.6","736"
"414.65","736"
"414.7","547"
"414.75","547"
"414.8","547"
"414.85","74"
"414.9","74"
"414.95","74"
"415","460"
"415.05","460"
"415.1","460"
"415.15","636"
"415.2","636"
"415.25","636"
"415.3","133"
"415.35","133"
"415.4","133"
"415.45","554"
"415.5","554"
"415.55","554"
"415.6","713"
"415.65","713"
"415.7","713"
"415.75","58"
"415.8","58"
"415.85","58"
"415.9","60"
"415.95","60"
"416","60"
"416.05","192"
"416.1","192"
"416.15","192"
"416.2","735"
"416.25","735"
"416.3","735"
"416.35","152"
"416.4","152"
"416.45","152"
"416.5","162"
"416.55","162"
"416.6","162"
"416.65","638"
"416.7","638"
"416.75","638"
"416.8","489"
"416.85","489"
"416.9","489"
"416.95","684"
"417","684"
"417.05","684"
"417.1","652"
"417.15","652"
"417.2","652"
"417.25","320"
"417.3","320"
"417.35","320"
"417.4","139"
"417.45","139"
"417.5","139"
"417.55","243"
"417.6","243"
"417.65","243"
"417.7","245"
"417.75","245"
"417.8","245"
"417.85","232"
"417.9","232"
"417.95","232"
"418","404"
"418.05","404"
"418.1","404"
"418.15","17"
"418.2","17"
"418.25","17"
"418.3","481"
"418.35","481"
"418.4","481"
"418.45","115"
"418.5","115"
"418.55","115"
"418.6","682"
"418.65","682"
"418.7","682"
"418.75","524"
"418.8","524"
"418.85","524"
"418.9","239"
"418.95","239"
"419","239"
"419.05","248"
"419.1","248"
"419.15","248"
"419.2","373"
"419.25","373"
"419.3","373"
"419.35","652"
"419.4","652"
"419.45","652"
"419.5","303"
"419.55","303"
"419.6","303"
"419.65","4"
"419.7","4"
"419.75","4"
"419.8","457"
"419.85","457"
"419.9","457"
"419.95","74"
"420","74"
"420.05","74"
"420.1","404"
"420.15","404"
"420.2","404"
"420.25","743"
"420.3","743"
"420.35","743"
"420.4","474"
"420.45","474"
"420.5","474"
"420.55","752"
"420.6","752"
"420.65","752"
"420.7","404"
"420.75","404"
"420.8","404"
"420.85","545"
"420.9","545"
"420.95","545"
"421","600"
"421.05","600"
"421.1","600"
"421.15","465"
"421.2","465"
"421.25","465"
"421.3","321"
"421.35","321"
"421.4","321"
"421.45","107"
"421.5","107"
"421.55","107"
"421.6","26"
"421.65","26"
"421.7","26"
"421.75","321"
"421.8","321"
"421.85","321"
"421.9","628"
"421.95","628"
"422","628"
"422.05","757"
"422.1","757"
"422.15","757"
"422.2","494"
"422.25","494"
"422.3","494"
"422.35","191"
"422.4","191"
"422.45","191"
"422.5","722"
"422.55","722"
"422.6","722"
"422.65","541"
"422.7","541"
"422.75","541"
"422.8","223"
"422.85","223"
"422.9","223"
"422.95","320"
"423","320"
"423.05","320"
"423.1","438"
"423.15","438"
"423.2","438"
"423.25","71"
"423.3","71"
"423.35","71"
"423.4","762"
"423.45","762"
"423.5","762"
"423.55","488"
"423.6","488"
"423.65","488"
"423.7","414"
"423.75","414"
"423.8","414"
"423.85","178"
"423.9","178"
"423.95","178"
"424","573"
"424.05","573"
"424.1","573"
"424.15","251"
"424.2","251"
"424.25","251"
"424.3","759"
"424.35","759"
"424.4","759"
"424.45","387"
"424.5","387"
"424.55","387"
"424.6","33"
"424.65","33"
"424.7","33"
"424.75","298"
"424.8","298"
"424.85","298"
"424.9","443"
"424.95","443"
"425","443"
"425.05","705"
"425.1","705"
"425.15","705"
"425.2","251"
"425.25","251"
"425.3","251"
"425.35","616"
"425.4","616"
"425.45","616"
"425.5","603"
"425.55","603"
"425.6","603"
"425.65","304"
"425.7","304"
"425.75","304"
"425.8","456"
"425.85","456"
"425.9","456"
"425.95","456"
"426","456"
"426.05","456"
"426.1","587"
"426.15","587"
"426.2","587"
"426.25","597"
"426.3","597"
"426.35","597"
"426.4","490"
"426.45","490"
"426.5","490"
"426.55","241"
"426.6","241"
"426.65","241"
"426.7","451"
"426.75","451"
"426.8","451"
"426.85","232"
"426.9","232"
"426.95","232"
"427","504"
"427.05","504"
"427.1","504"
"427.15","105"
"427.2","105"
"427.25","105"
"427.3","232"
"427.35","232"
"427.4","232"
"427.45","470"
"427.5","470"
"427.55","470"
"427.6","236"
"427.65","236"
"427.7","236"
"427.75","196"
"427.8","196"
"427.85","196"
"427.9","695"
"427.95","695"
"428","695"
"428.05","273"
"428.1","273"
"428.15","273"
"428.2","306"
"428.25","306"
"428.3","306"
"428.35","701"
"428.4","701"
"428.45","701"
"428.5","342"
"428.55","342"
"428.6","342"
"428.65","128"
"428.7","128"
"428.75","128"
"428.8","131"
"428.85","131"
"428.9","131"
"428.95","131"
"429","131"
"429.05","131"
"429.1","241"
"429.15","241"
"429.2","241"
"429.25","613"
"429.3","613"
"429.35","613"
"429.4","457"
"429.45","457"
"429.5","457"
"429.55","488"
"429.6","488"
"429.65","488"
"429.7","216"
"429.75","216"
"429.8","216"
"429.85","22"
"429.9","22"
"429.95","22"
"430","33"
"430.05","33"
"430.1","33"
"430.15","69"
"430.2","69"
"430.25","69"
"430.3","704"
"430.35","704"
"430.4","704"
"430.45","658"
"430.5","658"
"430.55","658"
"430.6","5"
"430.65","5"
"430.7","5"
"430.75","369"
"430.8","369"
"430.85","369"
"430.9","778"
"430.95","778"
"431","778"
"431.05","132"
"431.1","132"
"431.15","132"
"431.2","778"
"431.25","778"
"431.3","778"
"431.35","663"
"431.4","663"
"431.45","663"
"431.5","642"
"431.55","642"
"431.6","642"
"431.65","294"
"431.7","294"
"431.75","294"
"431.8","668"
"431.85","668"
"431.9","668"
"431.95","237"
"432","237"
"432.05","237"
"432.1","271"
"432.15","271"
"432.2","271"
"432.25","77"
"432.3","77"
"432.35","77"
"432.4","712"
"432.45","712"
"432.5","712"
"432.55","42"
"432.6","42"
"432.65","42"
"432.7","599"
"432.75","599"
"432.8","599"
"432.85","593"
"432.9","593"
"432.95","593"
"433","636"
"433.05","636"
"433.1","636"
"433.15","540"
"433.2","540"
"433.25","540"
"433.3","218"
"433.35","218"
"433.4","218"
"433.45","369"
"433.5","369"
"433.55","369"
"433.6","265"
"433.65","265"
"433.7","265"
"433.75","473"
"433.8","473"
"433.85","473"
"433.9","517"
"433.95","517"
"434","517"
"434.05","320"
"434.1","320"
"434.15","320"
"434.2","323"
"434.25","323"
"434.3","323"
"434.35","370"
"434.4","370"
"434.45","370"
"434.5","319"
"434.55","319"
"434.6","319"
"434.65","310"
"434.7","310"
"434.75","310"
"434.8","706"
"434.85","706"
"434.9","706"
"434.95","358"
"435","358"
"435.05","358"
"435.1","203"
"435.15","203"
"435.2","203"
"435.25","198"
"435.3","198"
"435.35","198"
"435.4","314"
"435.45","314"
"435.5","314"
"435.55","607"
"435.6","607"
"435.65","607"
"435.7","564"
"435.75","564"
"435.8","564"
"435.85","453"
"435.9","453"
"435.95","453"
"436","698"
"436.05","698"
"436.1","698"
"436.15","300"
"436.2","300"
"436.25","300"
"436.3","526"
"436.35","526"
"436.4","526"
"436.45","147"
"436.5","147"
"436.55","147"
"436.6","143"
"436.65","143"
"436.7","143"
"436.75","51"
"436.8","51"
"436.85","51"
"436.9","209"
"436.95","209"
"437","209"
"437.05","782"
"437.1","782"
"437.15","782"
"437.2","377"
"437.25","377"
"437.3","377"
"437.35","88"
"437.4","88"
"437.45","88"
"437.5","581"
"437.55","581"
"437.6","581"
"437.65","581"
"437.7","581"
"437.75","581"
"437.8","722"
"437.85","722"
"437.9","722"
"437.95","258"
"438","258"
"438.05","258"
"438.1","707"
"438.15","707"
"438.2","707"
"438.25","600"
"438.3","600"
"438.35","600"
"438.4","763"
"438.45","763"
"438.5","763"
"438.55","282"
"438.6","282"
"438.65","282"
"438.7","486"
"438.75","486"
"438.8","486"
"438.85","48"
"438.9","48"
"438.95","48"
"439","279"
"439.05","279"
"439.1","279"
"439.15","450"
"439.2","450"
"439.25","450"
"439.3","517"
"439.35","517"
"439.4","517"
"439.45","274"
"439.5","274"
"439.55","274"
"439.6","522"
"439.65","522"
"439.7","522"
"439.75","99"
"439.8","99"
"439.85","99"
"439.9","470"
"439.95","470"
"440","470"
"440.05","320"
"440.1","320"
"440.15","320"
"440.2","554"
"440.25","554"
"440.3","554"
"440.35","459"
"440.4","459"
"440.45","459"
"440.5","231"
"440.55","231"
"440.6","231"
"440.65","85"
"440.7","85"
"440.75","85"
"440.8","445"
"440.85","445"
"440.9","445"
"440.95","371"
"441","371"
"441.05","371"
"441.1","132"
"441.15","132"
"441.2","132"
"441.25","2"
"441.3","2"
"441.35","2"
"441.4","188"
"441.45","188"
"441.5","188"
"441.55","471"
"441.6","471"
"441.65","471"
"441.7","352"
"441.75","352"
"441.8","352"
"441.85","290"
"441.9","290"
"441.95","290"
"442","279"
"442.05","279"
"442.1","279"
"442.15","205"
"442.2","205"
"442.25","205"
"442.3","363"
"442.35","363"
